FID,Shape,AREA,NEW,FULL,Area,District,2018ppl,2018income,2018power,2018datanum,2019ppl,2019income,2019power,2019datanum,2020ppl,2020income,2020power,2020datanum
28,Polygon,1507225.644,6301100032,臺北市士林區東山里,士林區,東山里,5366,3198152,2176611,"1,836",5339,2734253,2065855,"1,831",5214,2764616,2329738,"1,830"
84,Polygon,374240.59,6301100019,臺北市士林區社子里,士林區,社子里,6807,1755513,7064,3,6731,1370069,11368,5,6631,1379498,10560,4
83,Polygon,203886.3723,6301100021,臺北市士林區社園里,士林區,社園里,7702,1832262,4578,3,7647,1419846,3930,3,7466,1335333,4449,3
94,Polygon,408231.4526,6301100020,臺北市士林區社新里,士林區,社新里,9598,2329512,1068,1,9476,1696916,1028,1,9278,1684761,2011,2
39,Polygon,1104338.4,6301100031,臺北市士林區芝山里,士林區,芝山里,7868,5108131,3256981,"2,756",7846,4613666,3070341,"2,753",7820,4612638,3456612,"2,751"
98,Polygon,168467.4138,6301100010,臺北市士林區前港里,士林區,前港里,4820,1713495,17340,10,4698,1353867,19377,11,4620,1337379,23111,15
81,Polygon,581455.6709,6301100008,臺北市士林區後港里,士林區,後港里,8574,2999073,15883,7,8465,2384876,18607,8,8328,2314351,27443,13
113,Polygon,288830.3821,6301100016,臺北市士林區富光里,士林區,富光里,6156,1424950,2767,2,6166,1077954,21716,8,6083,1084777,24041,8
50,Polygon,2424148.195,6301100024,臺北市士林區富洲里,士林區,富洲里,6052,1345038,NA,NA,6209,1016705,2017,2,6284,1096150,1230,1
1,Polygon,11718107.99,6301100047,臺北市士林區菁山里,士林區,菁山里,1665,958532,252931,307,1623,1047721,247448,307,1591,974113,252521,305
7,Polygon,2186367.63,6301100046,臺北市士林區陽明里,士林區,陽明里,3101,2206122,837490,783,3102,1946673,803512,785,3054,1900886,916734,787
23,Polygon,1914306.698,6301100045,臺北市士林區新安里,士林區,新安里,1971,5159092,980341,895,1960,3447279,918549,895,1893,3247832,993470,892
8,Polygon,10201469.63,6301100049,臺北市士林區溪山里,士林區,溪山里,1579,396949,1381,3,1553,270341,1349,3,1522,313386,4047,4
92,Polygon,183333.289,6301100002,臺北市士林區義信里,士林區,義信里,3405,1499718,27422,12,3414,1294423,26298,12,3301,1214802,23516,12
65,Polygon,109090.9986,6301100029,臺北市士林區聖山里,士林區,聖山里,5300,2524566,1998333,"1,877",5182,2300108,1877003,"1,874",5137,2275148,2291043,"1,869"
97,Polygon,192893.5763,6301100018,臺北市士林區葫東里,士林區,葫東里,4281,1217020,10813,4,4273,961575,11734,5,4206,978416,16552,10
103,Polygon,310452.8216,6301100017,臺北市士林區葫蘆里,士林區,葫蘆里,8044,2145266,4998,2,7926,1638878,4193,2,7778,1678180,6402,3
95,Polygon,254902.1072,6301100009,臺北市士林區福中里,士林區,福中里,7302,2436234,7651,3,7189,2120365,6978,3,7029,1907649,7692,3
53,Polygon,2549619.409,6301100023,臺北市士林區福安里,士林區,福安里,4992,939437,14400,1,4970,697631,10800,1,5017,749333,1190,1
75,Polygon,357904.1326,6301100005,臺北市士林區福志里,士林區,福志里,7882,4449113,56455,18,7809,4411890,62621,21,7708,4290532,27016,20
78,Polygon,514638.5008,6301100007,臺北市士林區福佳里,士林區,福佳里,8156,3243504,89598,19,8038,2814895,85936,20,7988,2821910,76059,19
77,Polygon,2074407.638,6301100003,臺北市士林區福林里,士林區,福林里,3139,2477993,26099,8,3075,1925736,26611,6,2994,2197630,24112,8
112,Polygon,148655.4955,6301100013,臺北市士林區福華里,士林區,福華里,6637,1593871,1862,8,6458,1222783,5586,7,6316,1265742,7336,10
110,Polygon,210722.3242,6301100015,臺北市士林區福順里,士林區,福順里,5579,1505069,14047,7,5609,1166063,12314,7,5577,1155704,15398,8
85,Polygon,292375.1887,6301100004,臺北市士林區福德里,士林區,福德里,6048,1849437,14885,11,6039,1514732,16127,11,5878,1663888,16528,13
61,Polygon,1609199.224,6301100050,臺北市士林區翠山里,士林區,翠山里,2753,1238209,8992,3,2729,1011196,8251,3,2675,986152,16787,4
71,Polygon,196020.8745,6301100027,臺北市士林區德行里,士林區,德行里,4577,2055492,1999846,"1,989",4547,1886438,1928824,"1,986",4552,1862611,2124396,"1,984"
74,Polygon,291612.0543,6301100028,臺北市士林區德華里,士林區,德華里,5864,2176633,2334938,"2,232",5818,1810052,2284615,"2,228",5781,1815094,2518150,"2,228"
60,Polygon,2282772.992,6301100051,臺北市士林區臨溪里,士林區,臨溪里,3056,2590756,34089,11,3009,2273695,35714,11,2923,2465608,42309,19
76,Polygon,168238.787,6301100006,臺北市士林區舊佳里,士林區,舊佳里,6483,2644901,71949,12,6380,2237213,76059,13,6259,2231551,69874,14
62,Polygon,211738.85,6301100034,臺北市士林區蘭雅里,士林區,蘭雅里,9111,4511528,3708021,"3,346",9076,3964276,3529761,"3,334",8960,3854486,4111787,"3,326"
58,Polygon,266493.9751,6301100035,臺北市士林區蘭興里,士林區,蘭興里,6765,3281604,2982151,"2,581",6593,2695540,2746192,"2,577",6514,2682966,3176524,"2,579"
178,Polygon,207423.4221,6300600009,臺北市大同區大有里,大同區,大有里,5105,1733370,2023367,"1,968",4931,1393340,1912892,"1,960",4812,1412948,2057080,"1,958"
169,Polygon,218665.0569,6300600013,臺北市大同區民權里,大同區,民權里,6847,2624403,12884,13,6695,2242024,13520,10,6663,2142456,15228,11
204,Polygon,215592.8983,6300600005,臺北市大同區永樂里,大同區,永樂里,5553,2769003,27171,13,5433,2317956,20998,15,5211,2273297,25409,17
217,Polygon,322224.1776,6300600001,臺北市大同區玉泉里,大同區,玉泉里,3079,1214073,402161,461,3032,1194262,389213,462,2949,1032578,427128,457
